name,date,slice_s_idx,slice_e_idx,start_time,end_time,ellipse_d_max,Euclidean_d_max,Feret_d_max,area,perimeter,circularity,probe,first_diode_trunc,last_diode_trunc,image_trunc,aspect_ratio,wind_w,pres,alt,temp,LWC,IWC
1549760_23ch0,220723,1549760,1549779,19:12:52.435000000,19:12:52.435000000,214.28972725274505,196.468827043885,208.80613017821105,18500.0,628.7005768508881,1.700223933203176,ch0,15,0,0,1.7071257552868635,10.75186,515.7535,5675.882,269.57288,0.007359407,0.2607888
1549760_23ch0,220723,1549760,1549772,19:12:52.435000000,19:12:52.435000000,119.31096047995578,120.0,130.0,4500.0,278.99494936611666,1.376481265585306,ch0,0,0,0,2.243416242494596,10.75186,515.7535,5675.882,269.57288,0.007359407,0.2607888
1768624_23ch0,220723,1768624,1768655,19:17:04.496000000,19:17:04.496000000,354.38408742475644,355.10561809129405,363.59317925395686,52400.0,1269.1168824543142,2.4460317598243337,ch0,0,0,0,1.7357828982277417,-1.067603,528.83026,5476.711,270.78983,0.009242042,0.45107073
1768624_23ch0,220723,1768624,1768637,19:17:04.496000000,19:17:04.496000000,158.03547688186396,131.52946437965906,145.60219778561037,5500.0,338.99494936611666,1.6627000200103126,ch0,0,0,0,3.0598664773745443,-1.067603,528.83026,5476.711,270.78983,0.009242042,0.45107073
1877822_23ch0,220723,1877822,1877832,19:17:11.984000000,19:17:11.984000000,117.77748725952122,111.80339887498948,120.83045973594572,3400.0,258.99494936611666,1.5699788758724835,ch0,0,0,0,2.624685933965169,-0.38862938,530.0311,5455.2056,270.1545,0.014982444,0.62380075
1877822_23ch0,220723,1877822,1877839,19:17:11.984000000,19:17:11.984000000,239.6609525790363,237.69728648009425,250.0,27800.0,906.335136523794,2.351380833614863,ch0,0,0,0,1.3898940028546782,-0.38862938,530.0311,5455.2056,270.1545,0.014982444,0.62380075
1911595_23ch0,220723,1911595,1911649,19:17:15.088000000,19:17:15.088000000,1334.2390229526084,1237.9418403139946,1249.5199078045937,290300.0,4276.467529817257,5.013181841451574,ch0,0,14,0,3.103840663591331,-0.2088441,529.5275,5461.6865,270.23108,0.021307362,0.19952422
1911595_23ch0,220723,1911595,1911605,19:17:15.088000000,19:17:15.088000000,100.2066829624892,100.0,110.0,2900.0,204.8528137423857,1.151531984301814,ch0,0,11,0,2.227223903380501,-0.2088441,529.5275,5461.6865,270.23108,0.021307362,0.19952422
1929542_23ch0,220723,1929542,1929550,19:17:16.742000000,19:17:16.742000000,121.83628153194772,106.3014581273465,114.0175425099138,3300.0,241.06601717798213,1.4013550451786312,ch0,0,0,0,2.997111457015218,0.1737121,528.9714,5470.8564,270.3786,0.008302751,0.14066961
1929542_23ch0,220723,1929542,1929559,19:17:16.742000000,19:17:16.742000000,229.6957972812432,215.870331449229,234.0939982143925,25400.0,944.9747468305832,2.797672183681009,ch0,0,0,0,1.2649062954816015,0.1737121,528.9714,5470.8564,270.3786,0.008302751,0.14066961
